,concentration,drug_name,fraction,logfc,pvalue,statistic,timepoint,bonferroni_pvalue,start,end
0,0.01,Alpelisib,nuclear,-0.243102117329,1.89943638398e-11,2918945.0,24h,6.38210625017e-09,0,1
1,0.031623,Alpelisib,nuclear,0.461916947948,6.62171266801e-26,2564012.5,24h,2.22489545645e-23,1,2
2,0.1,Alpelisib,nuclear,-0.246756296271,4.68306158986e-07,2726461.0,24h,0.000157350869419,2,3
3,0.31623,Alpelisib,nuclear,0.0149872593772,0.207101781697,2781377.5,24h,1.0,3,4
4,1.0,Alpelisib,nuclear,-0.0530061318703,0.13594785068,2527339.0,24h,1.0,4,5
5,3.1623,Alpelisib,nuclear,-1.14287951007,6.16221128426e-70,1349154.5,24h,2.07050299151e-67,5,6
6,10.0,Alpelisib,nuclear,-1.89400077795,1.86607408482e-217,808666.5,24h,6.270008925e-215,6,7
7,0.01,Alpelisib,nuclear,0.135429023987,9.75117658666e-61,32567580.0,48h,3.27639533312e-58,7,8
8,0.031623,Alpelisib,nuclear,0.129286511397,1.23438711691e-54,30779592.0,48h,4.1475407128e-52,8,9
9,0.1,Alpelisib,nuclear,0.24366786753,1.75501884496e-136,26653746.5,48h,5.89686331906e-134,9,10
10,0.31623,Alpelisib,nuclear,0.203121968505,4.06131355295e-81,22543455.0,48h,1.36460135379e-78,10,11
11,1.0,Alpelisib,nuclear,0.438144327488,1.18384312307e-223,13423022.0,48h,3.97771289353e-221,11,12
12,3.1623,Alpelisib,nuclear,-1.08709326134,0.0,6315994.0,48h,0.0,12,13
13,10.0,Alpelisib,nuclear,-1.27542151066,4.69871477764e-236,4235653.5,48h,1.57876816529e-233,13,14
14,0.01,Alpelisib,nuclear,-0.110196091484,2.2913146537e-07,356254491.5,72h,7.69881723645e-05,14,15
15,0.031623,Alpelisib,nuclear,0.571910397932,0.0,185185679.5,72h,0.0,15,16
16,0.1,Alpelisib,nuclear,0.27318938741,7.81002894784e-182,215657101.5,72h,2.62416972647e-179,16,17
17,0.31623,Alpelisib,nuclear,0.33645382078,1.12921652551e-294,194261584.5,72h,3.79416752573e-292,17,18
18,1.0,Alpelisib,nuclear,0.54675751021,0.0,155605199.5,72h,0.0,18,19
19,3.1623,Alpelisib,nuclear,-0.555155427977,3.90272638246e-120,152426905.5,72h,1.31131606451e-117,19,20
20,10.0,Alpelisib,nuclear,-1.22395809433,1.55311461098e-237,38095556.5,72h,5.21846509291e-235,20,21
21,0.01,Dasatinib,nuclear,0.335297277255,7.92751385165e-13,3344035.5,24h,2.66364465415e-10,21,22
22,0.031623,Dasatinib,nuclear,-2.83837443752,0.0,1372307.0,24h,0.0,22,23
23,0.1,Dasatinib,nuclear,-0.321965241581,0.000533746452933,1609596.0,24h,0.179338808185,23,24
24,0.31623,Dasatinib,nuclear,-1.28522178888,8.16698200702e-67,978823.5,24h,2.74410595436e-64,24,25
25,1.0,Dasatinib,nuclear,-1.00631171575,1.38422704461e-23,578773.0,24h,4.6510028699e-21,25,26
26,3.1623,Dasatinib,nuclear,-2.11450704006,5.35934758456e-114,291015.0,24h,1.80074078841e-111,26,27
27,10.0,Dasatinib,nuclear,-2.16728580382,4.90340169297e-81,167537.5,24h,1.64754296884e-78,27,28
28,0.01,Dasatinib,nuclear,0.0403099483381,0.0814978114738,36916274.0,48h,1.0,28,29
29,0.031623,Dasatinib,nuclear,-2.40299856901,0.0,2950102.0,48h,0.0,29,30
30,0.1,Dasatinib,nuclear,-0.528566671251,9.23376765496e-70,10258960.0,48h,3.10254593207e-67,30,31
31,0.31623,Dasatinib,nuclear,-2.92150093458,6.63326764244e-310,1908934.5,48h,2.22877792786e-307,31,32
32,1.0,Dasatinib,nuclear,-2.67443635406,1.34928689762e-253,1469104.5,48h,4.53360397602e-251,32,33
33,3.1623,Dasatinib,nuclear,-2.98816579247,1.09002027939e-226,117241.0,48h,3.66246813875e-224,33,34
34,10.0,Dasatinib,nuclear,-3.61484972869,1.22885811656e-60,8558.5,48h,4.12896327163e-58,34,35
35,0.01,Dasatinib,nuclear,0.302985802741,1.54824741052e-125,181449204.0,72h,5.20211129936e-123,35,36
36,0.031623,Dasatinib,nuclear,-1.11594360575,0.0,152520099.0,72h,0.0,36,37
37,0.1,Dasatinib,nuclear,-0.466827128144,3.0930721685e-74,77185042.0,72h,1.03927224862e-71,37,38
