,concentration,drug_name,fraction,logfc,pvalue,statistic,timepoint,bonferroni_pvalue,start,end
0,0.01,Alpelisib,nuclear,-0.541710507065,1.68189514063e-62,2323026.0,24h,5.65116767252e-60,0,1
1,0.031623,Alpelisib,nuclear,0.0817904831057,2.1706219712e-11,2787773.5,24h,7.29328982324e-09,1,2
2,0.1,Alpelisib,nuclear,0.00433494752229,0.0192285687593,2885214.0,24h,1.0,2,3
3,0.31623,Alpelisib,nuclear,0.123146753374,2.00718365075e-21,2315759.5,24h,6.74413706651e-19,3,4
4,1.0,Alpelisib,nuclear,0.231433625682,7.40267896681e-38,1926877.0,24h,2.48730013285e-35,4,5
5,3.1623,Alpelisib,nuclear,0.271019515896,1.20053083461e-47,1496743.0,24h,4.03378360429e-45,5,6
6,10.0,Alpelisib,nuclear,-0.00631397150077,0.398517535974,2314175.0,24h,1.0,6,7
7,0.01,Alpelisib,nuclear,0.160313592991,2.32960219124e-119,30039611.5,48h,7.82746336256e-117,7,8
8,0.031623,Alpelisib,nuclear,0.0760287565245,4.80353662422e-23,32822649.0,48h,1.61398830574e-20,8,9
9,0.1,Alpelisib,nuclear,0.0905851068952,6.80973534192e-32,31287405.0,48h,2.28807107488e-29,9,10
10,0.31623,Alpelisib,nuclear,0.171107994375,4.60556841767e-67,23093961.0,48h,1.54747098834e-64,10,11
11,1.0,Alpelisib,nuclear,0.414468373684,8.35742691057e-301,12049923.5,48h,2.80809544195e-298,11,12
12,3.1623,Alpelisib,nuclear,0.446710203085,2.38737734347e-293,7828396.5,48h,8.02158787405e-291,12,13
13,10.0,Alpelisib,nuclear,0.40753623244,2.72129173893e-154,5330405.5,48h,9.14354024279e-152,13,14
14,0.01,Alpelisib,nuclear,-1.47674181658,3.8521947451e-275,295475302.0,72h,1.29433743436e-272,14,15
15,0.031623,Alpelisib,nuclear,-1.22547406977,2.44695102056e-196,237791117.0,72h,8.2217554291e-194,15,16
16,0.1,Alpelisib,nuclear,1.5845659281,0.0,113483529.0,72h,0.0,16,17
17,0.31623,Alpelisib,nuclear,1.36796166089,0.0,133629300.0,72h,0.0,17,18
18,1.0,Alpelisib,nuclear,0.828278625674,3.26529772754e-147,188615810.5,72h,1.09714003645e-144,18,19
19,3.1623,Alpelisib,nuclear,-1.14565367785,1.22674184683e-61,161452752.0,72h,4.12185260534e-59,19,20
20,10.0,Alpelisib,nuclear,-1.16220377423,4.694143185e-24,55214286.5,72h,1.57723211016e-21,20,21
21,0.01,Dasatinib,nuclear,-0.276844805517,6.49288055979e-31,3057638.0,24h,2.18160786809e-28,21,22
22,0.031623,Dasatinib,nuclear,-0.687306549699,1.1243305537e-152,2473964.0,24h,3.77775066042e-150,22,23
23,0.1,Dasatinib,nuclear,0.338421431804,3.4197239212e-39,1209187.0,24h,1.14902723752e-36,23,24
24,0.31623,Dasatinib,nuclear,-0.271221881922,2.40545882299e-11,1404482.0,24h,8.08234164523e-09,24,25
25,1.0,Dasatinib,nuclear,0.775457864354,1.02128945451e-90,294408.0,24h,3.43153256715e-88,25,26
26,3.1623,Dasatinib,nuclear,-1.88779642432,1.88198852466e-86,379567.0,24h,6.32348144287e-84,26,27
27,10.0,Dasatinib,nuclear,-0.165217920815,0.163096445055,588043.0,24h,1.0,27,28
28,0.01,Dasatinib,nuclear,-0.285000600764,2.14458722252e-199,26452189.5,48h,7.20581306767e-197,28,29
29,0.031623,Dasatinib,nuclear,0.251078895871,6.84995583827e-175,17364057.0,48h,2.30158516166e-172,29,30
30,0.1,Dasatinib,nuclear,0.887941979998,0.0,2529834.5,48h,0.0,30,31
31,0.31623,Dasatinib,nuclear,0.666292766315,5.09241511432e-219,2810499.0,48h,1.71105147841e-216,31,32
32,1.0,Dasatinib,nuclear,0.0176814999124,0.153065390993,5824128.5,48h,1.0,32,33
33,3.1623,Dasatinib,nuclear,-1.22114532782,1.45209350449e-129,877231.0,48h,4.87903417508e-127,33,34
34,10.0,Dasatinib,nuclear,0.521052960824,1.95241358707e-17,381559.0,48h,6.56010965257e-15,34,35
35,0.01,Dasatinib,nuclear,1.74309906535,0.0,85752028.5,72h,0.0,35,36
36,0.031623,Dasatinib,nuclear,-1.5179927879,2.8962508128e-262,175489218.0,72h,9.731402731e-260,36,37
37,0.1,Dasatinib,nuclear,1.07625027487,2.10392252533e-186,67065478.0,72h,7.06917968511e-184,37,38
38,0.31623,Dasatinib,nuclear,1.95775058326,8.48339099609e-303,14553526.0,72h,2.85041937469e-300,38,39
39,1.0,Dasatinib,nuclear,2.49866453966,1.83199228728e-210,7246935.5,72h,6.15549408528e-208,39,40
40,3.1623,Dasatinib,nuclear,-2.8093746033,7.33863292372e-54,8452819.5,72h,2.46578066237e-51,40,41
41,10.0,Dasatinib,nuclear,-2.84484545786,1.32839872049e-246,3762124.0,72h,4.46341970085e-244,41,42
42,0.01,Etoposide,nuclear,-2.90428002117,1.25196523199e-244,1307582.5,24h,4.20660317949e-242,42,43
43,0.031623,Etoposide,nuclear,-0.195059590361,3.78385853027e-18,3168185.5,24h,1.27137646617e-15,43,44
44,0.1,Etoposide,nuclear,0.305634292609,6.54046314848e-58,1850493.0,24h,2.19759561789e-55,44,45
45,0.31623,Etoposide,nuclear,0.136786180879,1.06124134275e-15,2151393.5,24h,3.56577091163e-13,45,46
46,1.0,Etoposide,nuclear,-2.48043385887,3.67340476391e-114,683348.0,24h,1.23426400067e-111,46,47
47,3.1623,Etoposide,nuclear,-0.282178035494,1.21899033947e-15,1248640.5,24h,4.09580754064e-13,47,48
48,10.0,Etoposide,nuclear,-0.0863399893225,0.0254576419346,1106670.0,24h,1.0,48,49
49,0.01,Etoposide,nuclear,0.0572295965852,8.9607353203e-09,32097561.5,48h,3.01080706762e-06,49,50
50,0.031623,Etoposide,nuclear,-0.0103197991336,0.00255237545589,31075373.0,48h,0.85759815318,50,51
51,0.1,Etoposide,nuclear,0.130808182175,5.8312075251e-39,18302856.0,48h,1.95928572843e-36,51,52
52,0.31623,Etoposide,nuclear,0.468983095663,0.0,7381641.5,48h,0.0,52,53
53,1.0,Etoposide,nuclear,-0.148244394339,3.04324053771e-09,5207032.0,48h,1.02252882067e-06,53,54
54,3.1623,Etoposide,nuclear,-0.0627611851151,0.00441624047574,4478894.0,48h,1.0,54,55
55,10.0,Etoposide,nuclear,0.199781073515,1.05081249661e-15,3097827.5,48h,3.53072998862e-13,55,56
56,0.01,Etoposide,nuclear,0.648997256188,7.68014098471e-128,246472805.0,72h,2.58052737086e-125,56,57
57,0.031623,Etoposide,nuclear,-1.06529922136,1.20518852063e-32,241274584.5,72h,4.04943342931e-30,57,58
58,0.1,Etoposide,nuclear,1.93770244553,0.0,45083971.5,72h,0.0,58,59
59,0.31623,Etoposide,nuclear,2.18769134038,0.0,12240609.5,72h,0.0,59,60
60,1.0,Etoposide,nuclear,-1.09694192899,3.64290751833e-15,17600298.5,72h,1.22401692616e-12,60,61
61,3.1623,Etoposide,nuclear,-1.4840075571,1.36603972995e-30,9952947.0,72h,4.58989349264e-28,61,62
